species,pu,amount
503,IQ-391,4970
503,IR-381,25000000
503,IR-382,25000000
503,IR-383,25000000
503,IR-384,25000000
503,IR-385,25000000
503,IR-386,25000000
503,IR-387,25000000
503,IR-388,25000000
503,IR-389,25000000
503,IR-390,25000000
503,IR-391,24604991
503,IR-392,9219373
503,IS-381,25000000
503,IS-382,25000000
503,IS-383,25000000
503,IS-384,25000000
503,IS-385,25000000
503,IS-386,25000000
503,IS-387,25000000
503,IS-388,25000000
503,IS-389,25000000
503,IS-390,25000000
503,IS-391,25000000
503,IS-392,21247383
503,IS-393,4709787
503,IT-381,25000000
503,IT-382,25000000
503,IT-383,25000000
503,IT-384,25000000
503,IT-385,25000000
503,IT-386,25000000
503,IT-387,25000000
503,IT-388,25000000
503,IT-389,25000000
503,IT-390,25000000
503,IT-391,25000000
503,IT-392,25000000
503,IT-393,25000000
503,IU-381,25000000
503,IU-382,25000000
503,IU-383,25000000
503,IU-384,25000000
503,IU-385,25000000
503,IU-386,25000000
503,IU-387,25000000
503,IU-388,25000000
503,IU-389,25000000
503,IU-390,25000000
503,IU-391,25000000
503,IU-392,25000000
503,IU-393,25000000
503,IV-381,25000000
503,IV-382,25000000
503,IV-383,25000000
503,IV-384,25000000
503,IV-385,25000000
503,IV-386,25000000
503,IV-387,25000000
503,IV-388,25000000
503,IV-389,25000000
503,IV-390,25000000
503,IV-391,25000000
503,IV-392,25000000
503,IV-393,25000000
503,IW-381,25000000
503,IW-382,24999999
503,IW-383,25000000
503,IW-384,25000000
503,IW-385,24999999
503,IW-386,25000000
503,IW-387,24999999
503,IW-388,25000000
503,IW-389,25000000
503,IW-390,24999999
503,IW-391,25000000
503,IW-392,24999999
503,IW-393,25000000
503,IX-381,25000000
503,IX-382,25000000
503,IX-383,25000000
503,IX-384,25000000
503,IX-385,25000000
503,IX-386,25000000
503,IX-387,25000000
503,IX-388,25000000
503,IX-389,25000000
503,IX-390,25000000
503,IX-391,25000000
503,IX-392,25000000
503,IX-393,25000000
503,IY-381,25000000
503,IY-382,25000000
503,IY-383,25000000
503,IY-384,25000000
503,IY-385,25000000
503,IY-386,25000000
503,IY-387,25000000
503,IY-388,25000000
503,IY-389,25000000
503,IY-390,25000000
503,IY-391,25000000
503,IY-392,25000000
503,IY-393,25000000
503,IZ-381,23660707
503,IZ-382,25000000
503,IZ-383,25000000
503,IZ-384,25000000
503,IZ-385,25000000
503,IZ-386,25000000
503,IZ-387,25000000
503,IZ-388,25000000
503,IZ-389,25000000
503,IZ-390,25000000
503,IZ-391,25000000
503,IZ-392,25000000
503,IZ-393,25000000
503,JA-381,25000000
503,JA-382,25000000
503,JA-383,25000000
503,JA-384,25000000
503,JA-385,25000000
503,JA-386,25000000
503,JA-387,25000000
503,JA-388,25000000
503,JA-389,25000000
503,JA-390,25000000
503,JA-391,25000000
503,JA-392,25000000
503,JA-393,25000000
503,JB-381,25000000
503,JB-382,25000000
