species,pu,amount
503,OU-550,25000000
503,OY-550,25000000
503,OW-550,25000000
503,OZ-550,25000000
503,OV-550,25000000
503,OR-550,1271932
503,OX-550,25000000
503,OT-550,25000000
503,PN-550,25000000
503,PR-550,25000000
503,PQ-549,25000000
503,PS-549,24999999
503,PM-549,25000000
503,PO-549,25000000
503,PK-549,25000000
503,PL-549,25000000
503,PP-549,25000000
503,PN-549,25000000
503,PE-549,25000000
503,PI-549,25000000
503,PG-549,25000000
503,PA-549,25000000
503,PC-549,25000000
503,PH-549,25000000
503,PF-549,25000000
503,PD-549,25000000
503,PJ-549,25000000
503,PB-549,25000000
503,OS-549,19174494
503,OU-549,25000000
503,OW-549,24999999
503,OY-549,25000000
503,OT-549,25000000
503,OZ-549,25000000
503,OV-549,25000000
503,OX-549,25000000
503,OY-548,25000000
503,PR-549,25000000
503,PM-548,25000000
503,PQ-548,25000000
503,PO-548,25000000
503,PK-548,25000000
503,PS-548,25000000
503,PL-548,25000000
503,PR-548,25000000
503,PP-548,25000000
503,PN-548,25000000
503,PI-548,25000000
503,PE-548,25000000
503,PA-548,25000000
503,PG-548,25000000
503,PC-548,25000000
503,PB-548,25000000
503,PD-548,25000000
503,PH-548,25000000
503,PF-548,25000000
503,PJ-548,25000000
503,OU-548,25000000
503,OW-548,25000000
503,OS-548,9571444
503,OT-548,25000000
503,OV-548,25000000
503,OX-548,25000000
503,OY-547,25000000
503,OW-547,25000000
503,PT-545,3570082
503,OZ-548,25000000
503,PA-547,25000000
503,PC-547,25000000
503,PI-547,25000000
503,PE-547,25000000
503,PG-547,25000000
503,PH-547,25000000
503,PJ-547,25000000
503,PF-547,25000000
503,PB-547,25000000
503,PQ-547,25000000
503,PS-547,25000000
503,PO-547,25000000
503,PM-547,25000000
503,PK-547,25000000
503,PL-547,25000000
503,PN-547,25000000
503,PP-547,25000000
503,PR-547,25000000
503,PT-547,15324132
503,OU-547,25000000
503,OS-547,1884225
503,OZ-547,25000000
503,OT-547,21590107
503,OX-547,25000000
503,OV-547,25000000
503,OU-546,25000000
503,OW-546,24999999
503,PD-547,25000000
503,PC-546,25000000
503,PI-546,25000000
503,PG-546,25000000
503,PE-546,25000000
503,PA-546,25000000
503,PJ-546,25000000
503,PB-546,25000000
503,PH-546,25000000
503,PD-546,25000000
503,PS-546,24999999
503,PO-546,25000000
503,PQ-546,25000000
503,PK-546,25000000
503,PM-546,25000000
503,PL-546,25000000
503,PT-546,10062739
503,PR-546,25000000
503,PN-546,25000000
503,PP-546,25000000
503,OY-546,25000000
503,OV-546,25000000
503,OT-546,16453854
503,OX-546,25000000
503,OZ-546,25000000
503,OU-545,25000000
503,OY-545,25000000
503,OW-545,25000000
503,PF-546,25000000
503,PA-545,25000000
503,PC-545,25000000
503,PE-545,25000000
503,PG-545,25000000
503,PI-545,25000000
503,PH-545,25000000
503,PD-545,25000000
503,PB-545,25000000
503,PF-545,25000000
503,PS-545,25000000
503,PK-545,25000000
503,PM-545,25000000
503,PO-545,25000000
503,PQ-545,25000000
503,PN-545,25000000
503,PJ-545,25000000
503,PL-545,25000000
503,PP-545,25000000
503,PR-545,25000000
503,OT-545,14004025
503,OX-545,25000000
503,OZ-545,25000000
503,OV-545,25000000
503,OY-544,25000000
503,PS-544,22628969
503,PM-544,25000000
503,PK-544,25000000
503,PQ-544,25000000
503,PO-544,25000000
503,PP-544,25000000
503,PR-544,25000000
503,PN-544,25000000
503,PJ-544,25000000
503,PL-544,25000000
503,OU-544,25000000
503,OW-544,24999999
503,OV-544,25000000
503,OX-544,25000000
503,OT-544,15607437
503,OZ-544,25000000
503,OY-543,25000000
503,OW-543,25000000
503,PI-544,25000000
503,PC-544,25000000
503,PA-544,25000000
503,PE-544,25000000
503,PG-544,25000000
503,PB-544,25000000
503,PH-544,25000000
503,PD-544,25000000
503,PF-544,25000000
503,PA-543,25000000
503,PC-543,25000000
503,PE-543,25000000
503,PG-543,25000000
503,PI-543,25000000
503,PD-543,25000000
503,PJ-543,25000000
503,PF-543,25000000
503,PH-543,25000000
503,PB-543,25000000
503,PG-542,25000000
503,PO-543,25000000
503,PQ-543,25000000
503,PM-543,25000000
503,PK-543,25000000
503,PS-543,13109159
503,PP-543,25000000
503,PL-543,25000000
503,PN-543,25000000
503,PR-543,25000000
503,PM-542,25000000
503,OU-543,25000000
503,OX-543,25000000
503,OV-543,25000000
503,OT-543,20146113
503,OZ-543,25000000
503,OY-542,25000000
503,OU-542,25000000
503,OS-542,437496
503,PQ-542,25000000
503,PO-542,25000000
503,PS-542,1791983
503,PK-542,25000000
503,PN-542,25000000
503,PR-542,15447907
503,PL-542,25000000
503,PP-542,25000000
503,PK-541,25000000
503,PM-541,25000000
503,PI-542,25000000
503,PA-542,25000000
503,PC-542,25000000
503,PE-542,25000000
503,PD-542,25000000
503,PJ-542,25000000
503,PF-542,25000000
503,PB-542,25000000
503,PH-542,25000000
503,PI-541,25000000
503,OW-542,25000000
503,OV-542,25000000
503,OT-542,24569766
503,OZ-542,25000000
503,OX-542,25000000
503,OU-541,25000000
503,OW-541,24999999
503,OS-541,5540488
503,PO-541,25000000
503,PQ-541,24970190
503,PN-541,25000000
503,PR-541,412822
503,PP-541,25000000
503,PL-541,25000000
503,PQ-540,8955428
503,PM-540,25000000
503,OY-541,25000000
503,OX-541,25000000
503,OV-541,25000000
503,OZ-541,25000000
503,OT-541,25000000
503,OY-540,25000000
503,OS-540,12968331
503,OW-540,25000000
503,PA-541,25000000
503,PE-541,25000000
503,PC-541,25000000
503,PG-541,25000000
503,PB-541,25000000
503,PD-541,25000000
503,PF-541,25000000
503,PH-541,25000000
503,PJ-541,25000000
503,PC-540,25000000
503,PO-540,25000000
503,PK-540,25000000
503,PL-540,25000000
503,PN-540,25000000
503,PP-540,17956075
503,PM-539,25000000
503,PK-539,25000000
503,PO-539,23804704
503,PA-540,25000000
503,PE-540,25000000
503,PI-540,25000000
503,PG-540,25000000
503,PJ-540,25000000
503,PH-540,25000000
503,PB-540,25000000
503,PF-540,25000000
503,PD-540,25000000
503,PA-539,25000000
503,OU-540,25000000
503,OT-540,25000000
503,OX-540,25000000
503,OV-540,25000000
503,OZ-540,25000000
503,OY-539,25000000
503,OS-539,20029563
503,OW-539,24999999
503,OU-539,25000000
503,PP-539,65373
503,PL-539,25000000
503,PN-539,25000000
503,PM-538,25000000
503,PK-538,25000000
503,PO-538,3184050
503,PG-539,25000000
503,PE-539,25000000
503,PI-539,25000000
503,PC-539,25000000
503,PB-539,25000000
503,PD-539,25000000
503,PF-539,25000000
503,PJ-539,25000000
503,PH-539,25000000
503,PE-538,25000000
503,OX-539,25000000
503,OV-539,25000000
503,OZ-539,25000000
503,OT-539,25000000
503,OR-539,458493
503,OU-538,25000000
503,OW-538,25000000
503,OY-538,25000000
503,OS-538,24388260
503,PC-538,25000000
503,PG-538,25000000
503,PI-538,25000000
503,PA-538,25000000
503,PD-538,25000000
503,PB-538,25000000
503,PF-538,25000000
503,PJ-538,25000000
503,PH-538,25000000
503,PA-537,25000000
503,OR-538,3167452
503,OT-538,25000000
503,OV-538,25000000
503,OX-538,25000000
503,OZ-538,25000000
503,OW-537,25000000
503,OU-537,25000000
503,OY-537,25000000
503,OS-537,24999670
503,PL-538,25000000
503,PN-538,7276502
503,PK-537,25000000
503,PM-537,10248063
503,PL-537,11799108
503,PG-537,25000000
503,PC-537,25000000
503,PE-537,25000000
503,PI-537,25000000
503,PH-537,25000000
503,PF-537,25000000
503,PB-537,25000000
503,PD-537,25000000
503,PG-536,25000000
503,PI-536,25000000
503,OZ-537,25000000
503,OX-537,25000000
503,OT-537,25000000
503,OV-537,25000000
503,OR-537,3441175
503,OS-536,23730207
503,OU-536,25000000
503,OY-536,25000000
