species,pu,amount
500,IT-395,17155083
500,IT-396,25000000
500,IT-397,25000000
500,IT-398,23682459
500,IT-399,3549672
500,IT-409,334766
500,IT-410,17876028
500,IT-411,24943353
500,IT-412,25000000
500,IT-413,25000000
500,IT-414,6936950
500,IT-417,8401061
500,IT-418,25000000
500,IT-419,24579531
500,IT-420,4882856
500,IT-421,16084071
504,IT-422,7363
500,IT-422,15915342
503,IT-423,4460881
500,IT-423,24293073
503,IT-424,18251714
500,IT-424,25000000
503,IT-425,25000000
500,IT-425,25000000
503,IT-426,25000000
500,IT-426,25000000
500,IT-427,25000000
503,IT-427,25000000
500,IT-428,25000000
503,IT-428,25000000
500,IT-429,25000000
503,IT-429,25000000
500,IT-430,25000000
503,IT-430,25000000
500,IT-431,25000000
503,IT-431,25000000
503,IT-432,25000000
500,IT-432,25000000
503,IU-310,532316
503,IU-311,20813925
503,IU-312,25000000
503,IU-313,25000000
503,IU-314,25000000
503,IU-315,25000000
500,IU-316,17203984
503,IU-316,25000000
500,IU-317,25000000
503,IU-317,25000000
503,IU-318,25000000
500,IU-318,25000000
503,IU-319,25000000
500,IU-319,25000000
503,IU-320,25000000
500,IU-320,25000000
500,IU-321,25000000
503,IU-321,25000000
500,IU-322,24214119
503,IU-322,25000000
500,IU-323,23978894
503,IU-323,25000000
500,IU-324,25000000
503,IU-324,25000000
500,IU-325,25000000
503,IU-325,25000000
500,IU-326,25000000
503,IU-326,25000000
500,IU-327,25000000
503,IU-327,25000000
500,IU-328,25000000
503,IU-328,25000000
500,IU-329,25000000
503,IU-329,25000000
500,IU-330,25000000
503,IU-330,25000000
503,IU-331,25000000
500,IU-331,25000000
503,IU-332,25000000
500,IU-332,25000000
500,IU-333,25000000
503,IU-333,23820078
500,IU-334,25000000
503,IU-334,878890
500,IU-335,25000000
500,IU-336,25000000
500,IU-337,25000000
500,IU-338,25000000
500,IU-339,25000000
500,IU-340,25000000
500,IU-341,25000000
500,IU-342,25000000
500,IU-343,25000000
500,IU-344,9627442
500,IU-346,23745264
500,IU-347,25000000
500,IU-348,25000000
500,IU-349,25000000
500,IU-350,25000000
500,IU-351,5904081
500,IU-352,10216970
500,IU-353,25000000
500,IU-354,25000000
500,IU-355,25000000
500,IU-356,25000000
500,IU-357,25000000
500,IU-358,25000000
500,IU-359,25000000
500,IU-360,25000000
500,IU-361,25000000
500,IU-362,14286437
500,IU-365,7346337
500,IU-366,24977287
500,IU-367,2039090
503,IU-379,19258751
500,IU-379,19258751
500,IU-380,25000000
503,IU-380,25000000
503,IU-381,25000000
500,IU-381,25000000
500,IU-382,25000000
503,IU-382,25000000
500,IU-383,25000000
503,IU-383,25000000
503,IU-384,25000000
500,IU-384,25000000
503,IU-385,25000000
500,IU-385,25000000
503,IU-386,25000000
500,IU-386,25000000
500,IU-387,25000000
503,IU-387,25000000
500,IU-388,25000000
503,IU-388,25000000
500,IU-389,24476935
503,IU-389,25000000
503,IU-390,25000000
500,IU-390,2422014
503,IU-391,25000000
503,IU-392,25000000
503,IU-393,25000000
500,IU-394,4301521
503,IU-394,10564358
500,IU-395,25000000
500,IU-396,25000000
500,IU-397,25000000
500,IU-398,25000000
500,IU-399,4808465
500,IU-408,639700
500,IU-409,23245124
500,IU-410,25000000
500,IU-411,25000000
500,IU-412,25000000
500,IU-413,24990221
500,IU-414,156438
500,IU-417,23409261
500,IU-418,25000000
500,IU-419,17261767
500,IU-420,7507790
500,IU-421,8214591
503,IU-421,5880389
503,IU-422,19733548
500,IU-422,16908475
500,IU-423,25000000
503,IU-423,25000000
503,IU-424,25000000
500,IU-424,25000000
503,IU-425,25000000
500,IU-425,25000000
500,IU-426,25000000
503,IU-426,25000000
503,IU-427,25000000
500,IU-427,25000000
500,IU-428,25000000
503,IU-428,25000000
500,IU-429,25000000
503,IU-429,25000000
503,IU-430,25000000
500,IU-430,25000000
500,IU-431,25000000
503,IU-431,25000000
500,IU-432,25000000
503,IU-432,25000000
503,IV-310,4162440
503,IV-311,24457400
503,IV-312,25000000
503,IV-313,25000000
503,IV-314,25000000
503,IV-315,25000000
500,IV-316,5839416
503,IV-316,25000000
500,IV-317,24441054
503,IV-317,25000000
500,IV-318,25000000
503,IV-318,25000000
500,IV-319,25000000
503,IV-319,25000000
500,IV-320,25000000
503,IV-320,25000000
500,IV-321,24536688
503,IV-321,25000000
503,IV-322,25000000
500,IV-322,24154153
503,IV-323,25000000
500,IV-323,25000000
503,IV-324,25000000
500,IV-324,25000000
503,IV-325,25000000
500,IV-325,25000000
503,IV-326,25000000
500,IV-326,25000000
500,IV-327,25000000
503,IV-327,25000000
500,IV-328,25000000
503,IV-328,25000000
500,IV-329,25000000
503,IV-329,25000000
500,IV-330,25000000
503,IV-330,25000000
500,IV-331,25000000
503,IV-331,25000000
503,IV-332,25000000
500,IV-332,25000000
500,IV-333,25000000
503,IV-333,25000000
503,IV-334,10264935
500,IV-334,25000000
500,IV-335,25000000
500,IV-336,25000000
500,IV-337,25000000
500,IV-338,25000000
500,IV-339,25000000
500,IV-340,25000000
500,IV-341,25000000
500,IV-342,25000000
500,IV-343,25000000
500,IV-344,24465233
500,IV-345,33775
500,IV-346,1856364
500,IV-347,22575164
500,IV-348,25000000
500,IV-349,25000000
500,IV-350,14457420
500,IV-351,1231964
500,IV-352,2894501
500,IV-353,25000000
500,IV-354,25000000
500,IV-355,25000000
