species,pu,amount
503,JX-391,12129767
503,KC-390,5546947
503,KA-390,3799180
503,JY-390,1507486
503,JO-390,25000000
503,JM-390,25000000
503,JN-390,25000000
503,JL-390,25000000
503,JP-390,25000000
503,JK-389,25000000
503,JM-389,25000000
503,JO-389,25000000
503,JL-389,25000000
503,JP-389,25000000
503,JT-389,24999999
503,JV-389,18399280
503,JR-389,25000000
503,JQ-388,25000000
503,JU-388,24953763
503,JS-388,25000000
503,JT-388,25000000
503,JR-388,25000000
503,JV-388,1123769
503,JN-389,25000000
503,JK-388,25000000
503,JO-388,25000000
503,JM-388,25000000
503,JP-388,25000000
503,JN-388,25000000
503,JL-388,25000000
503,JQ-387,25000000
503,JK-387,25000000
503,JM-387,25000000
503,JH-389,25000000
503,JG-388,25000000
503,JE-388,25000000
503,JI-388,25000000
503,JH-388,25000000
503,JF-388,25000000
503,JJ-388,25000000
503,JI-387,25000000
503,JG-387,25000000
503,JE-387,25000000
503,JO-387,25000000
503,JL-387,25000000
503,JP-387,25000000
503,JN-387,25000000
503,JQ-386,25000000
503,JM-386,25000000
503,JO-386,25000000
503,JP-386,25000000
503,JL-386,15532085
503,JN-386,25000000
503,JU-387,14989106
503,JW-387,15811016
503,JS-387,24999999
503,JV-387,24766131
503,JT-387,24963266
503,JR-387,25000000
503,JU-386,25000000
503,JS-386,25000000
503,JW-386,18833858
503,JV-386,12848183
503,JF-387,25000000
503,JH-387,25000000
503,JJ-387,25000000
503,JI-386,25000000
503,JG-386,25000000
503,JE-386,25000000
503,JK-386,18557267
503,JD-386,25000000
503,JH-386,25000000
503,JF-386,25000000
503,JJ-386,17061821
503,JI-385,19030524
503,JG-385,25000000
503,JE-385,25000000
503,JH-385,24262400
503,JF-385,25000000
503,JE-384,25000000
503,JG-384,25000000
503,JR-386,24076921
503,JT-386,21413632
503,JS-385,6046495
503,JU-385,7184128
503,JR-385,474640
503,JQ-385,8464848
503,JO-385,25000000
503,JM-385,18852084
503,JP-385,19448867
503,JN-385,24226003
503,JM-384,205173
503,JO-384,25000000
503,IP-390,2767856
503,IQ-389,25000000
503,IP-389,19180360
503,IV-389,25000000
503,IT-389,25000000
503,IR-389,25000000
503,IW-388,25000000
503,IS-388,25000000
503,IU-388,25000000
503,IR-388,25000000
503,IT-388,25000000
503,IV-388,25000000
503,IQ-387,25000000
503,IZ-389,25000000
503,JB-389,25000000
503,JC-388,25000000
503,JA-388,25000000
503,IY-388,25000000
503,JD-388,25000000
503,IZ-388,25000000
503,IX-388,25000000
503,JB-388,25000000
503,JC-387,25000000
503,IO-388,6807342
503,IQ-388,25000000
503,IP-388,25000000
503,IO-387,23012516
503,IS-387,25000000
503,IU-387,25000000
503,IW-387,24999999
503,IT-387,25000000
503,IV-387,25000000
503,IR-387,25000000
503,IU-386,25000000
503,IS-386,25000000
503,IQ-386,25000000
503,IW-386,25000000
503,JA-387,25000000
503,IY-387,25000000
503,JD-387,25000000
503,IX-387,25000000
503,JB-387,25000000
503,IZ-387,25000000
503,JC-386,25000000
503,JA-386,25000000
503,IY-386,25000000
503,JB-386,25000000
503,IN-387,11753040
503,IP-387,25000000
503,IO-386,25000000
503,IM-386,1065342
503,IP-386,25000000
503,IN-386,25000000
503,IO-385,25000000
503,IX-386,25000000
503,IZ-386,25000000
503,IY-385,25000000
503,JA-385,25000000
503,JC-385,25000000
503,IX-385,25000000
503,JD-385,25000000
503,JB-385,25000000
503,IZ-385,25000000
503,JC-384,25000000
503,IR-386,25000000
503,IV-386,25000000
503,IT-386,25000000
503,IW-385,24999999
503,IS-385,25000000
503,IU-385,25000000
503,IV-385,25000000
503,IR-385,25000000
503,IT-385,25000000
503,IS-384,25000000
503,IM-385,12564806
503,IQ-385,25000000
503,IN-385,25000000
503,IP-385,25000000
503,IO-384,25000000
503,IM-384,7824222
503,IQ-384,25000000
503,IY-384,25000000
503,JA-384,25000000
503,JB-384,25000000
503,IZ-384,25000000
503,IX-384,25000000
503,IY-383,25000000
503,JA-383,25000000
503,JC-383,25000000
503,JB-383,25000000
503,IZ-383,25000000
503,IW-384,25000000
503,IU-384,25000000
503,IT-384,25000000
503,IR-384,25000000
503,IV-384,25000000
503,IS-383,25000000
503,IW-383,25000000
503,IU-383,25000000
503,IR-383,25000000
503,IT-383,25000000
503,IP-384,25000000
503,IN-384,25000000
503,IO-383,25000000
503,IQ-383,25000000
503,IM-383,1854163
503,IN-383,21882559
503,IP-383,25000000
503,IV-383,25000000
503,IS-382,25000000
503,IW-382,24999999
503,IU-382,25000000
503,IV-382,25000000
503,IT-382,25000000
503,IR-382,25000000
503,IS-381,25000000
503,IW-381,25000000
503,IU-381,25000000
503,IX-383,25000000
503,JC-382,25000000
503,JA-382,25000000
503,IY-382,25000000
503,IZ-382,25000000
503,IX-382,25000000
503,JB-382,25000000
503,JC-381,22323155
503,IY-381,25000000
503,JA-381,25000000
